127.0.0.1, 2011-06-26 16:14:11, GET, /codeAct/static/ca_index.html, HTTP/1.1, 304, 0.002042
127.0.0.1, 2011-06-26 17:15:16, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015414
127.0.0.1, 2011-06-26 17:15:56, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.026701
127.0.0.1, 2011-06-26 17:16:33, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.095456
127.0.0.1, 2011-06-26 17:16:40, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015872
127.0.0.1, 2011-06-26 17:16:41, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015501
127.0.0.1, 2011-06-26 17:16:41, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.019470
127.0.0.1, 2011-06-26 17:16:42, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.022927
127.0.0.1, 2011-06-26 17:16:43, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016520
127.0.0.1, 2011-06-26 17:55:07, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.195308
127.0.0.1, 2011-06-26 17:55:08, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016728
127.0.0.1, 2011-06-26 17:55:08, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.019942
127.0.0.1, 2011-06-26 17:55:09, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015983
127.0.0.1, 2011-06-26 17:55:30, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.030777
127.0.0.1, 2011-06-26 17:56:16, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.058460
127.0.0.1, 2011-06-26 17:56:22, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021612
127.0.0.1, 2011-06-26 17:56:23, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016036
127.0.0.1, 2011-06-26 17:56:24, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016944
127.0.0.1, 2011-06-26 17:56:25, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.020955
127.0.0.1, 2011-06-26 17:56:28, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016919
127.0.0.1, 2011-06-26 17:56:28, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021443
127.0.0.1, 2011-06-26 17:56:29, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025170
127.0.0.1, 2011-06-26 17:56:43, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025172
127.0.0.1, 2011-06-26 17:56:44, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.013741
127.0.0.1, 2011-06-26 17:56:44, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014124
127.0.0.1, 2011-06-26 17:56:46, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.022216
127.0.0.1, 2011-06-26 17:56:47, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.020971
127.0.0.1, 2011-06-26 17:56:47, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015351
127.0.0.1, 2011-06-26 17:56:47, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.013206
127.0.0.1, 2011-06-26 17:56:51, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.031496
127.0.0.1, 2011-06-26 17:57:10, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.034039
127.0.0.1, 2011-06-26 17:57:13, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.030407
127.0.0.1, 2011-06-26 17:57:15, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.031746
127.0.0.1, 2011-06-26 17:57:19, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.033301
127.0.0.1, 2011-06-26 17:57:24, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.031823
127.0.0.1, 2011-06-26 17:57:49, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025383
127.0.0.1, 2011-06-26 17:57:49, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.024172
127.0.0.1, 2011-06-26 17:57:50, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.024576
127.0.0.1, 2011-06-26 17:57:50, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025310
127.0.0.1, 2011-06-26 17:57:51, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014528
127.0.0.1, 2011-06-26 17:57:51, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.012223
127.0.0.1, 2011-06-26 17:57:51, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.012410
127.0.0.1, 2011-06-26 17:57:52, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015882
127.0.0.1, 2011-06-26 17:57:53, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014413
127.0.0.1, 2011-06-26 17:57:53, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.012318
127.0.0.1, 2011-06-26 17:57:54, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015576
127.0.0.1, 2011-06-26 17:57:54, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.013334
127.0.0.1, 2011-06-26 17:57:55, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014537
127.0.0.1, 2011-06-26 17:57:55, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014102
127.0.0.1, 2011-06-26 17:57:56, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014033
127.0.0.1, 2011-06-26 17:57:56, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.013687
127.0.0.1, 2011-06-26 17:57:56, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.012373
127.0.0.1, 2011-06-26 17:57:57, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014305
127.0.0.1, 2011-06-26 17:57:57, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.048612
127.0.0.1, 2011-06-26 17:57:57, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.017605
127.0.0.1, 2011-06-26 17:57:59, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016878
127.0.0.1, 2011-06-26 17:58:03, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.027455
127.0.0.1, 2011-06-26 17:58:38, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.036645
127.0.0.1, 2011-06-26 17:58:43, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016727
127.0.0.1, 2011-06-26 17:58:44, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016409
127.0.0.1, 2011-06-26 17:58:46, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.031242
127.0.0.1, 2011-06-26 17:58:47, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.017892
127.0.0.1, 2011-06-26 17:58:50, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.026251
127.0.0.1, 2011-06-26 17:58:51, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.023329
127.0.0.1, 2011-06-26 17:58:52, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.027831
127.0.0.1, 2011-06-26 17:58:55, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025980
127.0.0.1, 2011-06-26 17:58:56, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025868
127.0.0.1, 2011-06-26 17:58:57, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021454
127.0.0.1, 2011-06-26 17:59:15, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.018202
127.0.0.1, 2011-06-26 17:59:17, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021099
127.0.0.1, 2011-06-26 17:59:19, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.029893
127.0.0.1, 2011-06-26 17:59:20, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.032102
127.0.0.1, 2011-06-26 17:59:20, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.024610
127.0.0.1, 2011-06-26 17:59:21, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025576
127.0.0.1, 2011-06-26 17:59:21, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025100
127.0.0.1, 2011-06-26 17:59:21, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.025005
127.0.0.1, 2011-06-26 17:59:22, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.026752
127.0.0.1, 2011-06-26 17:59:22, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.024911
127.0.0.1, 2011-07-01 17:44:50, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.609005
127.0.0.1, 2011-07-01 17:44:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000611
127.0.0.1, 2011-07-01 17:44:58, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.022754
127.0.0.1, 2011-07-01 17:45:00, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021383
127.0.0.1, 2011-07-01 17:45:06, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015957
127.0.0.1, 2011-07-01 17:45:07, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.024962
127.0.0.1, 2011-07-01 17:45:09, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021501
127.0.0.1, 2011-07-01 17:45:10, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021649
127.0.0.1, 2011-07-01 17:45:10, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.021543
127.0.0.1, 2011-07-01 17:45:12, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.022120
127.0.0.1, 2011-07-01 17:45:13, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016533
127.0.0.1, 2011-07-01 17:45:14, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.016347
127.0.0.1, 2011-07-01 17:45:14, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.014897
127.0.0.1, 2011-07-01 17:45:14, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.015006
127.0.0.1, 2011-07-01 17:47:40, GET, /codeAct/ca_controller/quiz.html, HTTP/1.1, 200, 0.023795
